tweet_text,sentiment,date,topic,source
Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,Negative,Mon Apr 06 22:45:40 PDT 2009,Healthcare Services,Twitter
@duchess_rebecca Man... intervention is soo sad ,Negative,Mon Apr 06 22:45:44 PDT 2009,Healthcare Services,Twitter
Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka,Negative,Mon Apr 06 22:45:53 PDT 2009,Healthcare Services,Twitter
I miss watching Rocko's Modern Life. ,Negative,Mon Apr 06 22:46:16 PDT 2009,Healthcare Services,Twitter
Keeping my fingers crossed for my buddy    He is not feeling well.,Negative,Mon Apr 06 22:46:24 PDT 2009,Healthcare Services,Twitter
"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... ",Negative,Mon Apr 06 22:46:24 PDT 2009,Healthcare Services,Twitter
"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin ",Negative,Mon Apr 06 22:46:27 PDT 2009,Healthcare Services,Twitter
Sitting here wondering why &quot;ED&quot; still has such a strong hold on me ,Negative,Mon Apr 06 22:46:32 PDT 2009,Healthcare Services,Twitter
"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! ",Negative,Mon Apr 06 22:46:40 PDT 2009,Healthcare Services,Twitter
@Steve_Buscemi the weather in Canada is freezing ,Negative,Mon Apr 06 22:46:44 PDT 2009,Healthcare Services,Twitter
"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.",Negative,Mon Apr 06 22:47:05 PDT 2009,Healthcare Services,Twitter
"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.",Negative,Mon Apr 06 22:47:28 PDT 2009,Healthcare Services,Twitter
needs another copy of visual studio 2008 ,Negative,Mon Apr 06 22:47:40 PDT 2009,Healthcare Services,Twitter
@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,Negative,Mon Apr 06 22:48:00 PDT 2009,Healthcare Services,Twitter
@celycarmo i'm sorry I don't understand your last comment ,Negative,Mon Apr 06 22:48:03 PDT 2009,Healthcare Services,Twitter
"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???",Negative,Mon Apr 06 22:48:08 PDT 2009,Healthcare Services,Twitter
@SupaMagg that happened to me saturday night. along with my glittery green lighter! ,Negative,Mon Apr 06 22:48:17 PDT 2009,Healthcare Services,Twitter
trying to reduce the number of cigarettes in each day! ,Negative,Mon Apr 06 22:48:19 PDT 2009,Healthcare Services,Twitter
yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,Negative,Mon Apr 06 22:48:23 PDT 2009,Healthcare Services,Twitter
"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never ",Negative,Mon Apr 06 22:48:32 PDT 2009,Healthcare Services,Twitter
"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",Negative,Mon Apr 06 22:48:34 PDT 2009,Healthcare Services,Twitter
@mamasvan lol - nope! but i did have complete #camerafail ,Negative,Mon Apr 06 22:48:35 PDT 2009,Healthcare Services,Twitter
@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,Negative,Mon Apr 06 22:48:37 PDT 2009,Healthcare Services,Twitter
My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!,Negative,Mon Apr 06 22:48:38 PDT 2009,Healthcare Services,Twitter
"I'm SO behind in video games, and everything for that matter. I'm yesterday's news ",Negative,Mon Apr 06 22:48:50 PDT 2009,Healthcare Services,Twitter
Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ,Negative,Mon Apr 06 22:48:54 PDT 2009,Healthcare Services,Twitter
http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ,Negative,Mon Apr 06 22:49:51 PDT 2009,Healthcare Services,Twitter
it'll take 3 days for my sister to get her passport ,Negative,Mon Apr 06 22:49:58 PDT 2009,Healthcare Services,Twitter
@nicolerichie OH MY YES!! i miss ,Negative,Mon Apr 06 22:50:03 PDT 2009,Healthcare Services,Twitter
Watching Who Framed Roger Rabbit. Makes me miss Toon Town. ,Negative,Mon Apr 06 22:50:19 PDT 2009,Healthcare Services,Twitter
"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through ",Negative,Mon Apr 06 22:50:28 PDT 2009,Healthcare Services,Twitter
I'm so upset that I missed my chat and quiz online because my free internet has ceased ,Negative,Mon Apr 06 22:50:58 PDT 2009,Healthcare Services,Twitter
can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ,Negative,Mon Apr 06 22:51:00 PDT 2009,Healthcare Services,Twitter
@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real,Negative,Mon Apr 06 22:51:17 PDT 2009,Healthcare Services,Twitter
@frago I hate you. I didn't need to see that. I need to call my therapist now. ,Negative,Mon Apr 06 22:51:19 PDT 2009,Healthcare Services,Twitter
Twilight didn't come yesterday  fingers crossed for today,Negative,Mon Apr 06 22:51:24 PDT 2009,Healthcare Services,Twitter
@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!,Negative,Mon Apr 06 22:51:25 PDT 2009,Healthcare Services,Twitter
@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...,Negative,Mon Apr 06 22:51:40 PDT 2009,Healthcare Services,Twitter
"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! ",Negative,Mon Apr 06 22:51:46 PDT 2009,Healthcare Services,Twitter
"@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  ",Negative,Mon Apr 06 22:51:51 PDT 2009,Healthcare Services,Twitter
MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx,Negative,Mon Apr 06 22:51:53 PDT 2009,Healthcare Services,Twitter
"&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue ",Negative,Mon Apr 06 22:52:06 PDT 2009,Healthcare Services,Twitter
"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone",Negative,Mon Apr 06 22:52:11 PDT 2009,Healthcare Services,Twitter
"We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?",Negative,Mon Apr 06 22:52:13 PDT 2009,Healthcare Services,Twitter
This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,Negative,Mon Apr 06 22:52:21 PDT 2009,Healthcare Services,Twitter
Still 3 more days until my Internet gets uncapped ,Negative,Mon Apr 06 22:52:23 PDT 2009,Healthcare Services,Twitter
"If he doesn't get better in a few days, he could have something lodged in his belly ",Negative,Mon Apr 06 22:52:25 PDT 2009,Healthcare Services,Twitter
i Love my atekinzz so much. &amp;&amp; i soo miss her.. ,Negative,Mon Apr 06 22:52:27 PDT 2009,Healthcare Services,Twitter
"Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!",Negative,Mon Apr 06 22:52:42 PDT 2009,Healthcare Services,Twitter
have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend ,Negative,Mon Apr 06 22:52:47 PDT 2009,Healthcare Services,Twitter
"atekinzz, where in the world are you?? ",Negative,Mon Apr 06 22:52:50 PDT 2009,Healthcare Services,Twitter
@RumLover No! u supposed to be my date ,Negative,Mon Apr 06 22:52:51 PDT 2009,Healthcare Services,Twitter
"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats ",Negative,Mon Apr 06 22:52:56 PDT 2009,Healthcare Services,Twitter
@jyesmith That's a lot of angst for a Tuesday afternoon ,Negative,Mon Apr 06 22:53:15 PDT 2009,Healthcare Services,Twitter
I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!,Negative,Mon Apr 06 22:53:19 PDT 2009,Healthcare Services,Twitter
@cleders sorry...i was rooting for them too... ,Negative,Mon Apr 06 22:53:40 PDT 2009,Healthcare Services,Twitter
"Man, that took forever. ",Negative,Mon Apr 06 22:53:47 PDT 2009,Healthcare Services,Twitter
I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ,Negative,Mon Apr 06 22:53:50 PDT 2009,Healthcare Services,Twitter
@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people ,Negative,Mon Apr 06 22:53:55 PDT 2009,Healthcare Services,Twitter
"@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky ",Negative,Mon Apr 06 22:55:30 PDT 2009,Healthcare Services,Twitter
@Miss_Sil no i was half asleep and turned off the laptop after that ,Negative,Mon Apr 06 22:55:48 PDT 2009,Healthcare Services,Twitter
"Death is peaceful,  life however, bites ",Negative,Mon Apr 06 22:55:53 PDT 2009,Healthcare Services,Twitter
"http://is.gd/r8Zf,  http://is.gd/r8Zy, and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed ",Negative,Mon Apr 06 22:56:00 PDT 2009,Healthcare Services,Twitter
Such a tough game to watch tonight for State  Finally going to bed after also staying up to watch the season premiere of the Hills!,Negative,Mon Apr 06 22:56:01 PDT 2009,Healthcare Services,Twitter
Seems jRuby support for hpricot is now two versions behind ,Negative,Mon Apr 06 22:56:00 PDT 2009,Healthcare Services,Twitter
@JinxCat Unlike my sister...I still don't have one ,Negative,Mon Apr 06 22:56:03 PDT 2009,Healthcare Services,Twitter
Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. ,Negative,Mon Apr 06 22:56:25 PDT 2009,Healthcare Services,Twitter
wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night,Negative,Mon Apr 06 22:56:50 PDT 2009,Healthcare Services,Twitter
"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad ",Negative,Mon Apr 06 22:56:56 PDT 2009,Healthcare Services,Twitter
"@KelleyRowe hey, you remember that time we used to be friends?? ;)  ugh. vomit. sick.  i need sleep ",Negative,Mon Apr 06 22:57:07 PDT 2009,Healthcare Services,Twitter
Oh no my computer sucks. I don't think i'll be able to listen to the Xbox 360 Fancast tonite ,Negative,Mon Apr 06 22:57:14 PDT 2009,Healthcare Services,Twitter
@hert Jesus Camp? Yeah... ,Negative,Mon Apr 06 22:57:33 PDT 2009,Healthcare Services,Twitter
"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. ",Negative,Mon Apr 06 22:57:33 PDT 2009,Healthcare Services,Twitter
Turtles are better than my Mac - lasts longer and moves faster ,Negative,Mon Apr 06 22:57:37 PDT 2009,Healthcare Services,Twitter
"@ewarden, you may have to email this one to me  I hope you feel better.",Negative,Mon Apr 06 22:57:43 PDT 2009,Healthcare Services,Twitter
@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL! ,Negative,Mon Apr 06 22:57:44 PDT 2009,Healthcare Services,Twitter
@phlaimeaux where are you? ,Negative,Mon Apr 06 22:57:47 PDT 2009,Healthcare Services,Twitter
stupid arranged marriages... i'll convert so you can marry me...love you! ,Negative,Mon Apr 06 22:57:52 PDT 2009,Healthcare Services,Twitter
"@emilyruppe Well he said that he is a looser, and that is what the show implies ",Negative,Mon Apr 06 22:57:50 PDT 2009,Healthcare Services,Twitter
Poor Sandra Cantu &amp; the Cantu family! My prayers go out to them! What a sick world we live in. She was only 8 ,Negative,Mon Apr 06 22:57:50 PDT 2009,Healthcare Services,Twitter
fuck omg  austins always there though man &lt;3 love you,Negative,Mon Apr 06 22:57:54 PDT 2009,Healthcare Services,Twitter
@nicolerichie I cried so hard when Matthew died ,Negative,Mon Apr 06 22:57:54 PDT 2009,Healthcare Services,Twitter
@chordsy - why am I the last to find out about these things? Like that you're on the twitter too. ,Negative,Mon Apr 06 22:57:59 PDT 2009,Healthcare Services,Twitter
@JonathanRKnight Good Knight hun! Looking forward to ur tweets again! Hate that i keep missing out on the fun cuz of the time difference ,Negative,Mon Apr 06 22:58:08 PDT 2009,Healthcare Services,Twitter
@daniela_95616 hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever. ,Negative,Mon Apr 06 22:58:24 PDT 2009,Healthcare Services,Twitter
Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3,Negative,Mon Apr 06 22:58:26 PDT 2009,Healthcare Services,Twitter
"@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!",Negative,Mon Apr 06 23:00:24 PDT 2009,Healthcare Services,Twitter
@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather ,Negative,Mon Apr 06 23:00:26 PDT 2009,Healthcare Services,Twitter
[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,Negative,Mon Apr 06 23:00:34 PDT 2009,Healthcare Services,Twitter
"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",Negative,Mon Apr 06 23:00:36 PDT 2009,Healthcare Services,Twitter
"my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ",Negative,Mon Apr 06 23:00:55 PDT 2009,Healthcare Services,Twitter
I can't take this heat! It's like an oven in here. I feel sick nwo ,Negative,Mon Apr 06 23:01:01 PDT 2009,Healthcare Services,Twitter
@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php,Negative,Mon Apr 06 23:01:04 PDT 2009,Healthcare Services,Twitter
Boredd. Colddd  Internet keeps stuffing up,Negative,Mon Apr 06 23:01:04 PDT 2009,Healthcare Services,Twitter
@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly,Negative,Mon Apr 06 23:01:26 PDT 2009,Healthcare Services,Twitter
ugh horrible ending to the sandra kantu story  prayers go out.,Negative,Mon Apr 06 23:01:40 PDT 2009,Healthcare Services,Twitter
@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,Negative,Mon Apr 06 23:01:53 PDT 2009,Healthcare Services,Twitter
Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today!  Last night was a travesty ,Negative,Mon Apr 06 23:01:54 PDT 2009,Healthcare Services,Twitter
@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.,Negative,Mon Apr 06 23:01:56 PDT 2009,Healthcare Services,Twitter
@nicolerichie Gossip Girl was a repeat ,Negative,Mon Apr 06 23:01:59 PDT 2009,Healthcare Services,Twitter
finding it really hard to use twitter ,Negative,Mon Apr 06 23:02:00 PDT 2009,Healthcare Services,Twitter
@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,Negative,Mon Apr 06 23:02:26 PDT 2009,Healthcare Services,Twitter
"@hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain.    He's doing okay though.",Negative,Mon Apr 06 23:02:31 PDT 2009,Healthcare Services,Twitter
gotta repeat  whole art folio cuz old one with a whole terms work got wet ,Negative,Mon Apr 06 23:02:31 PDT 2009,Healthcare Services,Twitter
@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,Negative,Mon Apr 06 23:02:39 PDT 2009,Healthcare Services,Twitter
Shiner is taking up all my bed and blankets! ,Negative,Mon Apr 06 23:02:42 PDT 2009,Healthcare Services,Twitter
"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is ",Negative,Mon Apr 06 23:02:53 PDT 2009,Healthcare Services,Twitter
@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks,Negative,Mon Apr 06 23:02:55 PDT 2009,Healthcare Services,Twitter
has hurt her ankle!! and is going to the dr ,Negative,Mon Apr 06 23:02:56 PDT 2009,Healthcare Services,Twitter
Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ,Negative,Mon Apr 06 23:03:12 PDT 2009,Healthcare Services,Twitter
listening to Murd and 9th wonder- just chillen out missing my crazy sex life  ,Negative,Mon Apr 06 23:03:34 PDT 2009,Healthcare Services,Twitter
@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,Negative,Mon Apr 06 23:03:39 PDT 2009,Healthcare Services,Twitter
just finished watching the movie Prayers for Bobby. Broke my heart ,Negative,Mon Apr 06 23:03:50 PDT 2009,Healthcare Services,Twitter
@stephenkruiser i had 2 put my dog down today too  someone ran her over,Negative,Mon Apr 06 23:05:29 PDT 2009,Healthcare Services,Twitter
"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",Negative,Mon Apr 06 23:05:38 PDT 2009,Healthcare Services,Twitter
came back from running and took a shower...why does my lower stomach still hurt after exercising? ,Negative,Mon Apr 06 23:05:38 PDT 2009,Healthcare Services,Twitter
56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there ,Negative,Mon Apr 06 23:05:41 PDT 2009,Healthcare Services,Twitter
@stephenkruiser I am so sorry to hear that!  Take care!,Negative,Mon Apr 06 23:05:44 PDT 2009,Healthcare Services,Twitter
@PaulColes  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,Negative,Mon Apr 06 23:05:45 PDT 2009,Healthcare Services,Twitter
KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,Negative,Mon Apr 06 23:05:52 PDT 2009,Healthcare Services,Twitter
got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,Negative,Mon Apr 06 23:05:58 PDT 2009,Healthcare Services,Twitter
@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,Negative,Mon Apr 06 23:05:58 PDT 2009,Healthcare Services,Twitter
"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",Negative,Mon Apr 06 23:06:05 PDT 2009,Healthcare Services,Twitter
@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,Negative,Mon Apr 06 23:06:11 PDT 2009,Healthcare Services,Twitter
"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...",Negative,Mon Apr 06 23:06:17 PDT 2009,Healthcare Services,Twitter
Wondering why gamebattles is down ,Negative,Mon Apr 06 23:06:27 PDT 2009,Healthcare Services,Twitter
White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp,Negative,Mon Apr 06 23:06:29 PDT 2009,Healthcare Services,Twitter
"Spring break is here at last, but no one is here to celebrate ",Negative,Mon Apr 06 23:06:29 PDT 2009,Healthcare Services,Twitter
"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family",Negative,Mon Apr 06 23:06:33 PDT 2009,Healthcare Services,Twitter
"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture",Negative,Mon Apr 06 23:06:36 PDT 2009,Healthcare Services,Twitter
@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,Negative,Mon Apr 06 23:06:38 PDT 2009,Healthcare Services,Twitter
"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",Negative,Mon Apr 06 23:06:42 PDT 2009,Healthcare Services,Twitter
@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page ,Negative,Mon Apr 06 23:06:50 PDT 2009,Healthcare Services,Twitter
@stephenkruiser that's horrible  sorryto hear that.,Negative,Mon Apr 06 23:06:50 PDT 2009,Healthcare Services,Twitter
@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,Negative,Mon Apr 06 23:06:55 PDT 2009,Healthcare Services,Twitter
wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  ),Negative,Mon Apr 06 23:07:21 PDT 2009,Healthcare Services,Twitter
Another day at centre point - this time an early start so guessing train will be rammed with commuters ,Negative,Mon Apr 06 23:07:26 PDT 2009,Healthcare Services,Twitter
"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",Negative,Mon Apr 06 23:07:23 PDT 2009,Healthcare Services,Twitter
"@d_castillo ugh, that's disconcerting ",Negative,Mon Apr 06 23:07:24 PDT 2009,Healthcare Services,Twitter
@Devinthedude007 actually the whole site has finally been taken over by those damn russians ,Negative,Mon Apr 06 23:07:25 PDT 2009,Healthcare Services,Twitter
"iLearn is down and out, great considering finals are this week... ",Negative,Mon Apr 06 23:07:39 PDT 2009,Healthcare Services,Twitter
Also I shouldve Bern asleep an hour ago ,Negative,Mon Apr 06 23:07:40 PDT 2009,Healthcare Services,Twitter
trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,Negative,Mon Apr 06 23:07:43 PDT 2009,Healthcare Services,Twitter
@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,Negative,Mon Apr 06 23:07:47 PDT 2009,Healthcare Services,Twitter
@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. ,Negative,Mon Apr 06 23:07:55 PDT 2009,Healthcare Services,Twitter
"@daNanner aw, sorry to hear that. ",Negative,Mon Apr 06 23:08:06 PDT 2009,Healthcare Services,Twitter
"Change of plans, we ordered Macs instead. Time to hit the books! ",Negative,Mon Apr 06 23:08:07 PDT 2009,Healthcare Services,Twitter
@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK ,Negative,Mon Apr 06 23:08:12 PDT 2009,Healthcare Services,Twitter
"@tim_grainger nah, I haven't received my stimulus yet ",Negative,Mon Apr 06 23:08:18 PDT 2009,Healthcare Services,Twitter
@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago ,Negative,Mon Apr 06 23:08:27 PDT 2009,Healthcare Services,Twitter
"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",Negative,Mon Apr 06 23:08:33 PDT 2009,Healthcare Services,Twitter
@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,Negative,Mon Apr 06 23:08:50 PDT 2009,Healthcare Services,Twitter
@josephheustess ...well there was this really cool part where... i wont spoil it ,Negative,Mon Apr 06 23:08:55 PDT 2009,Healthcare Services,Twitter
"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",Negative,Mon Apr 06 23:08:59 PDT 2009,Healthcare Services,Twitter
I hate converting movies just to put em on my itouch ,Negative,Mon Apr 06 23:09:26 PDT 2009,Healthcare Services,Twitter
one less follower tonight ,Negative,Mon Apr 06 23:09:32 PDT 2009,Healthcare Services,Twitter
@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,Negative,Mon Apr 06 23:09:33 PDT 2009,Healthcare Services,Twitter
I feel like I am the only &quot;twitterer&quot; not on TweetDeck. ,Negative,Mon Apr 06 23:09:35 PDT 2009,Healthcare Services,Twitter
"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",Negative,Mon Apr 06 23:09:55 PDT 2009,Healthcare Services,Twitter
Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... ,Negative,Mon Apr 06 23:10:06 PDT 2009,Healthcare Services,Twitter
@stephenkruiser So sorry to hear about your dog. ,Negative,Mon Apr 06 23:10:27 PDT 2009,Healthcare Services,Twitter
"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",Negative,Mon Apr 06 23:10:33 PDT 2009,Healthcare Services,Twitter
@stephenkruiser awww so sad!!!  I'm so sorry!!,Negative,Mon Apr 06 23:10:47 PDT 2009,Healthcare Services,Twitter
@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,Negative,Mon Apr 06 23:11:09 PDT 2009,Healthcare Services,Twitter
still procrastinating... i hate organizing my clothes  there's just so much....,Negative,Mon Apr 06 23:11:16 PDT 2009,Healthcare Services,Twitter
"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",Negative,Mon Apr 06 23:11:18 PDT 2009,Healthcare Services,Twitter
@latroneb oh but there's one bestie missing ,Negative,Mon Apr 06 23:11:20 PDT 2009,Healthcare Services,Twitter
