tweet_text,sentiment,date,topic,source
"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",Negative,Mon Apr 06 23:11:21 PDT 2009,Healthcare Services,Twitter
@DAChesterFrench I emailed you yesterday and u never responded ,Negative,Mon Apr 06 23:11:35 PDT 2009,Healthcare Services,Twitter
Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,Negative,Mon Apr 06 23:11:39 PDT 2009,Healthcare Services,Twitter
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,Negative,Mon Apr 06 23:11:51 PDT 2009,Healthcare Services,Twitter
@AmberPacific i know i dont know why i said that ,Negative,Mon Apr 06 23:11:52 PDT 2009,Healthcare Services,Twitter
CASH RULES EVERYTHING AROUND ME ,Negative,Mon Apr 06 23:11:53 PDT 2009,Healthcare Services,Twitter
@faithgg45  this computer doesn't have shockwave...blah  no account yet,Negative,Mon Apr 06 23:11:56 PDT 2009,Healthcare Services,Twitter
@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,Negative,Mon Apr 06 23:12:05 PDT 2009,Healthcare Services,Twitter
@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,Negative,Mon Apr 06 23:12:35 PDT 2009,Healthcare Services,Twitter
"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",Negative,Mon Apr 06 23:12:36 PDT 2009,Healthcare Services,Twitter
heartbroken over little sandra. prayers are with the family. ,Negative,Mon Apr 06 23:13:02 PDT 2009,Healthcare Services,Twitter
@shortiethug how come ur background covers the screen but mine is in the corner? ,Negative,Mon Apr 06 23:13:10 PDT 2009,Healthcare Services,Twitter
Sliced my finger ,Negative,Mon Apr 06 23:13:26 PDT 2009,Healthcare Services,Twitter
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,Negative,Mon Apr 06 23:13:31 PDT 2009,Healthcare Services,Twitter
went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,Negative,Mon Apr 06 23:13:35 PDT 2009,Healthcare Services,Twitter
The internet is hating me. Night i s'pose. ,Negative,Mon Apr 06 23:13:34 PDT 2009,Healthcare Services,Twitter
"Debating if I should just shower now, so I can sleep a little later tomorrow ",Negative,Mon Apr 06 23:13:39 PDT 2009,Healthcare Services,Twitter
my little pinky finger hurts so much.. ,Negative,Mon Apr 06 23:13:57 PDT 2009,Healthcare Services,Twitter
Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,Negative,Mon Apr 06 23:14:43 PDT 2009,Healthcare Services,Twitter
@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,Negative,Mon Apr 06 23:15:17 PDT 2009,Healthcare Services,Twitter
So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,Negative,Mon Apr 06 23:15:17 PDT 2009,Healthcare Services,Twitter
What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already ,Negative,Mon Apr 06 23:15:22 PDT 2009,Healthcare Services,Twitter
massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,Negative,Mon Apr 06 23:15:28 PDT 2009,Healthcare Services,Twitter
@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite ,Negative,Mon Apr 06 23:15:29 PDT 2009,Healthcare Services,Twitter
has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. ,Negative,Mon Apr 06 23:15:30 PDT 2009,Healthcare Services,Twitter
@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,Negative,Mon Apr 06 23:15:32 PDT 2009,Healthcare Services,Twitter
Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,Negative,Mon Apr 06 23:15:36 PDT 2009,Healthcare Services,Twitter
Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,Negative,Mon Apr 06 23:15:43 PDT 2009,Healthcare Services,Twitter
"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of",Negative,Mon Apr 06 23:15:50 PDT 2009,Healthcare Services,Twitter
"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",Negative,Mon Apr 06 23:15:53 PDT 2009,Healthcare Services,Twitter
"My goodness, it's freezing down here !!!!! ",Negative,Mon Apr 06 23:16:01 PDT 2009,Healthcare Services,Twitter
"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",Negative,Mon Apr 06 23:16:16 PDT 2009,Healthcare Services,Twitter
aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.,Negative,Mon Apr 06 23:16:45 PDT 2009,Healthcare Services,Twitter
@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. ,Negative,Mon Apr 06 23:17:25 PDT 2009,Healthcare Services,Twitter
@Cronotriggers  that's sad.,Negative,Mon Apr 06 23:17:29 PDT 2009,Healthcare Services,Twitter
just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,Negative,Mon Apr 06 23:17:38 PDT 2009,Healthcare Services,Twitter
"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",Negative,Mon Apr 06 23:17:42 PDT 2009,Healthcare Services,Twitter
Why can't I sleep like her  http://twitpic.com/2y3ty,Negative,Mon Apr 06 23:17:48 PDT 2009,Healthcare Services,Twitter
Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,Negative,Mon Apr 06 23:17:51 PDT 2009,Healthcare Services,Twitter
"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",Negative,Mon Apr 06 23:18:01 PDT 2009,Healthcare Services,Twitter
Anybody know where my iPod went? ,Negative,Mon Apr 06 23:18:20 PDT 2009,Healthcare Services,Twitter
"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.",Negative,Mon Apr 06 23:18:26 PDT 2009,Healthcare Services,Twitter
@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ,Negative,Mon Apr 06 23:18:27 PDT 2009,Healthcare Services,Twitter
 Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?,Negative,Mon Apr 06 23:18:32 PDT 2009,Healthcare Services,Twitter
it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday ,Negative,Mon Apr 06 23:18:38 PDT 2009,Healthcare Services,Twitter
@taliasunset rock band is hard..on expert!!! ,Negative,Mon Apr 06 23:18:42 PDT 2009,Healthcare Services,Twitter
@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. ,Negative,Mon Apr 06 23:18:40 PDT 2009,Healthcare Services,Twitter
they killed off a character on one of my favorite shows and now i'm upset ,Negative,Mon Apr 06 23:18:52 PDT 2009,Healthcare Services,Twitter
good morning everybody! pkoi y fais pas beau  bon coffee time!,Negative,Mon Apr 06 23:20:55 PDT 2009,Healthcare Services,Twitter
@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. ,Negative,Mon Apr 06 23:21:07 PDT 2009,Healthcare Services,Twitter
"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. ",Negative,Mon Apr 06 23:21:06 PDT 2009,Healthcare Services,Twitter
played another hand very bad and lost half my stack ,Negative,Mon Apr 06 23:21:10 PDT 2009,Healthcare Services,Twitter
@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,Negative,Mon Apr 06 23:21:13 PDT 2009,Healthcare Services,Twitter
Sad about Kutner being killed off my fav show House! ,Negative,Mon Apr 06 23:21:30 PDT 2009,Healthcare Services,Twitter
happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her ,Negative,Mon Apr 06 23:21:35 PDT 2009,Healthcare Services,Twitter
"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......",Negative,Mon Apr 06 23:21:39 PDT 2009,Healthcare Services,Twitter
has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! ,Negative,Mon Apr 06 23:21:41 PDT 2009,Healthcare Services,Twitter
@stephenkruiser I'm so sorry to hear about your dog ,Negative,Mon Apr 06 23:21:44 PDT 2009,Healthcare Services,Twitter
Too much internet. How it plagues me ,Negative,Mon Apr 06 23:21:45 PDT 2009,Healthcare Services,Twitter
oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days ,Negative,Mon Apr 06 23:21:56 PDT 2009,Healthcare Services,Twitter
@featherinair call me back. ,Negative,Mon Apr 06 23:21:57 PDT 2009,Healthcare Services,Twitter
"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......",Negative,Mon Apr 06 23:22:09 PDT 2009,Healthcare Services,Twitter
"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain ",Negative,Mon Apr 06 23:22:24 PDT 2009,Healthcare Services,Twitter
@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL,Negative,Mon Apr 06 23:22:25 PDT 2009,Healthcare Services,Twitter
@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?,Negative,Mon Apr 06 23:22:28 PDT 2009,Healthcare Services,Twitter
"@SLessard But, but, but . . I wanna listen to the masters too!  ",Negative,Mon Apr 06 23:22:33 PDT 2009,Healthcare Services,Twitter
i feel unloved. dropped 2 tweeters ,Negative,Mon Apr 06 23:22:34 PDT 2009,Healthcare Services,Twitter
Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though ,Negative,Mon Apr 06 23:22:48 PDT 2009,Healthcare Services,Twitter
We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... ,Negative,Mon Apr 06 23:22:55 PDT 2009,Healthcare Services,Twitter
i don't like lukewarm showers ,Negative,Mon Apr 06 23:23:03 PDT 2009,Healthcare Services,Twitter
@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. ,Negative,Mon Apr 06 23:23:07 PDT 2009,Healthcare Services,Twitter
"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! ",Negative,Mon Apr 06 23:23:11 PDT 2009,Healthcare Services,Twitter
@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash ,Negative,Mon Apr 06 23:23:13 PDT 2009,Healthcare Services,Twitter
Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. ,Negative,Mon Apr 06 23:23:16 PDT 2009,Healthcare Services,Twitter
"@sudam08  yes, someone hasn't been reading my posts properly  ",Negative,Mon Apr 06 23:23:17 PDT 2009,Healthcare Services,Twitter
Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  ,Negative,Mon Apr 06 23:23:20 PDT 2009,Healthcare Services,Twitter
@therealnph Twitter hates us both then.  ,Negative,Mon Apr 06 23:23:33 PDT 2009,Healthcare Services,Twitter
@celesteclara i can't sleep either ,Negative,Mon Apr 06 23:23:44 PDT 2009,Healthcare Services,Twitter
"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. ",Negative,Mon Apr 06 23:23:46 PDT 2009,Healthcare Services,Twitter
@MajesticFlame ouch - sounds very sucky ,Negative,Mon Apr 06 23:23:52 PDT 2009,Healthcare Services,Twitter
"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",Negative,Mon Apr 06 23:24:31 PDT 2009,Healthcare Services,Twitter
@misterphipps you cooked risotto without me!!??? ,Negative,Mon Apr 06 23:24:47 PDT 2009,Healthcare Services,Twitter
Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.,Negative,Mon Apr 06 23:24:53 PDT 2009,Healthcare Services,Twitter
omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;,Negative,Mon Apr 06 23:25:02 PDT 2009,Healthcare Services,Twitter
In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam,Negative,Mon Apr 06 23:25:04 PDT 2009,Healthcare Services,Twitter
Lookin like an all-nighter. I hate it when I do this to myself ,Negative,Mon Apr 06 23:25:23 PDT 2009,Healthcare Services,Twitter
@vernonhamilton You're a stranger   ,Negative,Mon Apr 06 23:25:23 PDT 2009,Healthcare Services,Twitter
"Debbugging old VB6 code, the day could have started better . . .  ",Negative,Mon Apr 06 23:25:27 PDT 2009,Healthcare Services,Twitter
@toddlington only a quarter of a percent babe  darn,Negative,Mon Apr 06 23:25:31 PDT 2009,Healthcare Services,Twitter
"Coming down with a cold or bad allergies. Either way, I'm miserable! ",Negative,Mon Apr 06 23:25:38 PDT 2009,Healthcare Services,Twitter
"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A",Negative,Mon Apr 06 23:25:38 PDT 2009,Healthcare Services,Twitter
Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story,Negative,Mon Apr 06 23:25:42 PDT 2009,Healthcare Services,Twitter
"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?",Negative,Mon Apr 06 23:25:54 PDT 2009,Healthcare Services,Twitter
"Another early morn with the Duchess, although she hadn't managed to cross her legs this time ",Negative,Mon Apr 06 23:26:04 PDT 2009,Healthcare Services,Twitter
"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing.",Negative,Mon Apr 06 23:26:57 PDT 2009,Healthcare Services,Twitter
im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha,Negative,Mon Apr 06 23:26:57 PDT 2009,Healthcare Services,Twitter
@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!,Negative,Mon Apr 06 23:26:58 PDT 2009,Healthcare Services,Twitter
"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. ",Negative,Mon Apr 06 23:27:13 PDT 2009,Healthcare Services,Twitter
@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. ,Negative,Mon Apr 06 23:27:21 PDT 2009,Healthcare Services,Twitter
@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. ,Negative,Mon Apr 06 23:27:34 PDT 2009,Healthcare Services,Twitter
@mouthsex i asked everyone how they were doing yesterday and not a single tweet back ,Negative,Mon Apr 06 23:27:37 PDT 2009,Healthcare Services,Twitter
@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! ,Negative,Mon Apr 06 23:27:38 PDT 2009,Healthcare Services,Twitter
@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,Negative,Mon Apr 06 23:27:40 PDT 2009,Healthcare Services,Twitter
Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,Negative,Mon Apr 06 23:27:48 PDT 2009,Healthcare Services,Twitter
I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time ,Negative,Mon Apr 06 23:27:50 PDT 2009,Healthcare Services,Twitter
Nw more confused then ever! ,Negative,Mon Apr 06 23:27:58 PDT 2009,Healthcare Services,Twitter
@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,Negative,Mon Apr 06 23:28:09 PDT 2009,Healthcare Services,Twitter
omg... &quot;The Reader&quot; is making me ,Negative,Mon Apr 06 23:28:13 PDT 2009,Healthcare Services,Twitter
"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged ",Negative,Mon Apr 06 23:28:14 PDT 2009,Healthcare Services,Twitter
There's an inch of snow on the ground (and counting). I'm worried about the poor flowers ,Negative,Mon Apr 06 23:28:32 PDT 2009,Healthcare Services,Twitter
@dweeman why aren't you a happy camper? ,Negative,Mon Apr 06 23:28:38 PDT 2009,Healthcare Services,Twitter
"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... ",Negative,Mon Apr 06 23:28:39 PDT 2009,Healthcare Services,Twitter
"@kisluvkis oh that is very sad, poor boy. ",Negative,Mon Apr 06 23:28:49 PDT 2009,Healthcare Services,Twitter
"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you ",Negative,Mon Apr 06 23:28:50 PDT 2009,Healthcare Services,Twitter
so a murder? gotcha.  Cant believe it,Negative,Mon Apr 06 23:30:18 PDT 2009,Healthcare Services,Twitter
"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. ",Negative,Mon Apr 06 23:30:20 PDT 2009,Healthcare Services,Twitter
I have mouth ulcer  so painful to talk and eat! ,Negative,Mon Apr 06 23:30:46 PDT 2009,Healthcare Services,Twitter
@Kal_Penn you were pretty much my fave...not much reason to watch now ,Negative,Mon Apr 06 23:30:51 PDT 2009,Healthcare Services,Twitter
@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!,Negative,Mon Apr 06 23:30:51 PDT 2009,Healthcare Services,Twitter
@graemearcher I am sad about Innocent selling out too! ,Negative,Mon Apr 06 23:31:06 PDT 2009,Healthcare Services,Twitter
my poor little girl has a baaaad rash on her bum and isnt feeling good ,Negative,Mon Apr 06 23:31:18 PDT 2009,Healthcare Services,Twitter
@nicolerichie yes! we had the VHS. i cried when the old man died ,Negative,Mon Apr 06 23:31:25 PDT 2009,Healthcare Services,Twitter
"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME ",Negative,Mon Apr 06 23:31:59 PDT 2009,Healthcare Services,Twitter
@robertfperez ugh of course not  Just thursday and friday..sat I have both kids,Negative,Mon Apr 06 23:32:03 PDT 2009,Healthcare Services,Twitter
@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily. ,Negative,Mon Apr 06 23:32:06 PDT 2009,Healthcare Services,Twitter
@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time ,Negative,Mon Apr 06 23:32:19 PDT 2009,Healthcare Services,Twitter
@gracedent it's her &quot;hair&quot; I can't deal with ,Negative,Mon Apr 06 23:32:33 PDT 2009,Healthcare Services,Twitter
Meat Week Day 3: Tummy hurts every night ,Negative,Mon Apr 06 23:32:39 PDT 2009,Healthcare Services,Twitter
Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad. ,Negative,Mon Apr 06 23:32:42 PDT 2009,Healthcare Services,Twitter
On the phone with the bestie than shower.. Confused I don't know what to do ,Negative,Mon Apr 06 23:32:44 PDT 2009,Healthcare Services,Twitter
@OfficialPRofOZ she sed puerto rican ,Negative,Mon Apr 06 23:32:52 PDT 2009,Healthcare Services,Twitter
@JoeFernandez @klout your not thinking of selling are you? ,Negative,Mon Apr 06 23:32:53 PDT 2009,Healthcare Services,Twitter
@sensesdestroyer I wanna go to lamb of god ,Negative,Mon Apr 06 23:33:08 PDT 2009,Healthcare Services,Twitter
is sad she has lost her HN arm band...it just disappeared ,Negative,Mon Apr 06 23:33:19 PDT 2009,Healthcare Services,Twitter
set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much ,Negative,Mon Apr 06 23:33:38 PDT 2009,Healthcare Services,Twitter
"|H|ouse made me sad. Oh, Kutner ",Negative,Mon Apr 06 23:33:54 PDT 2009,Healthcare Services,Twitter
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him. ,Negative,Mon Apr 06 23:33:55 PDT 2009,Healthcare Services,Twitter
"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled ",Negative,Mon Apr 06 23:33:59 PDT 2009,Healthcare Services,Twitter
@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing.,Negative,Mon Apr 06 23:34:31 PDT 2009,Healthcare Services,Twitter
Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org ,Negative,Mon Apr 06 23:34:32 PDT 2009,Healthcare Services,Twitter
@rootbeerfloats8 You hate Billy now?! ,Negative,Mon Apr 06 23:34:34 PDT 2009,Healthcare Services,Twitter
why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.,Negative,Mon Apr 06 23:34:53 PDT 2009,Healthcare Services,Twitter
@onlysweeter I don't know the dance. ,Negative,Mon Apr 06 23:34:52 PDT 2009,Healthcare Services,Twitter
"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?",Negative,Mon Apr 06 23:35:10 PDT 2009,Healthcare Services,Twitter
@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot,Negative,Mon Apr 06 23:35:11 PDT 2009,Healthcare Services,Twitter
"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. ",Negative,Mon Apr 06 23:35:15 PDT 2009,Healthcare Services,Twitter
is afraid that her G.I. notes will not read themselves. ,Negative,Mon Apr 06 23:35:22 PDT 2009,Healthcare Services,Twitter
*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party  (this is not the start I hoped for),Negative,Mon Apr 06 23:35:28 PDT 2009,Healthcare Services,Twitter
"_secretgarden_ I haven't gotten any porn spammers  I don't check my followers, but haven't had any tweets like that.",Negative,Mon Apr 06 23:35:28 PDT 2009,Healthcare Services,Twitter
@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit ,Negative,Mon Apr 06 23:35:34 PDT 2009,Healthcare Services,Twitter
and they advertising fake louis bags as 100% authentic on google  i'm pissed!,Negative,Mon Apr 06 23:35:36 PDT 2009,Healthcare Services,Twitter
"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick ",Negative,Mon Apr 06 23:35:53 PDT 2009,Healthcare Services,Twitter
job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job ,Negative,Mon Apr 06 23:35:56 PDT 2009,Healthcare Services,Twitter
@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? ,Negative,Mon Apr 06 23:36:04 PDT 2009,Healthcare Services,Twitter
Very tired this morning - no idea why! Great start to the day ,Negative,Mon Apr 06 23:36:16 PDT 2009,Healthcare Services,Twitter
"Morning All, I'm back from my little break from the computer. back to work again today ",Negative,Mon Apr 06 23:36:20 PDT 2009,Healthcare Services,Twitter
still no &quot;followers&quot;   please some1 inform me on how this works????,Negative,Mon Apr 06 23:36:22 PDT 2009,Healthcare Services,Twitter
Tried to get up earlier today........didn't work out ,Negative,Mon Apr 06 23:36:38 PDT 2009,Healthcare Services,Twitter
"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night ",Negative,Mon Apr 06 23:37:08 PDT 2009,Healthcare Services,Twitter
is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum ,Negative,Mon Apr 06 23:37:08 PDT 2009,Healthcare Services,Twitter
I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh,Negative,Mon Apr 06 23:37:23 PDT 2009,Healthcare Services,Twitter
I think I need to get laid. Sad revolution I had earlier rofl ,Negative,Mon Apr 06 23:37:32 PDT 2009,Healthcare Services,Twitter
@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing ,Negative,Mon Apr 06 23:37:47 PDT 2009,Healthcare Services,Twitter
@hutsoncap  everything alright?,Negative,Mon Apr 06 23:37:52 PDT 2009,Healthcare Services,Twitter
"@Gripping agreed! love the sound, but hates how everyone knows them ",Negative,Mon Apr 06 23:38:37 PDT 2009,Healthcare Services,Twitter
@brendamew2 no art tomorrow.  and nice to see you've joined twitter!,Negative,Mon Apr 06 23:38:42 PDT 2009,Healthcare Services,Twitter
"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad ",Negative,Mon Apr 06 23:38:42 PDT 2009,Healthcare Services,Twitter
@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex ,Negative,Mon Apr 06 23:38:45 PDT 2009,Healthcare Services,Twitter
Good morning for a very rainy France  No gardening for me today.,Negative,Mon Apr 06 23:38:57 PDT 2009,Healthcare Services,Twitter
"If ever there was a day for staying in bed, today is it ",Negative,Mon Apr 06 23:38:59 PDT 2009,Healthcare Services,Twitter
Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself. ,Negative,Mon Apr 06 23:39:02 PDT 2009,Healthcare Services,Twitter
@kimmyawesome Ohhhh that sucks  I love the summer set.,Negative,Mon Apr 06 23:40:34 PDT 2009,Healthcare Services,Twitter
